Heatmap_variant	Dimension	Item_1	Item_2	Item_1_accession	Item_2_accession	Distance	Item_1_cluster_order	Item_2_cluster_order	Distance_method	Scaling_normalisation	Linkage_method
clustered	rows (strains)	C1337	VSI36	GCA_050507065.1	GCA_029011395.1	0	17	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1469	VSI36	GCA_050507075.1	GCA_029011395.1	0.8	64	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1468	VSI36	GCA_050507105.1	GCA_029011395.1	0.8	63	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5822	VSI36	GCA_050516645.1	GCA_029011395.1	0.75	35	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5819	VSI36	GCA_050516655.1	GCA_029011395.1	0.75	36	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6697	VSI36	GCA_050516665.1	GCA_029011395.1	0.6666666666666666	50	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6696	VSI36	GCA_050516675.1	GCA_029011395.1	0.3333333333333333	27	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	UMB6935B	VSI36	GCF_049262565.1	GCA_029011395.1	0.6666666666666666	34	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5245	VSI36	GCF_053117575.1	GCA_029011395.1	0.6666666666666666	56	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5410	VSI36	GCF_053117585.1	GCA_029011395.1	0.7142857142857143	70	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5034	VSI36	GCF_053117655.1	GCA_029011395.1	0.6	49	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4953	VSI36	GCF_053117665.1	GCA_029011395.1	0.6666666666666666	51	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4774	VSI36	GCF_053117675.1	GCA_029011395.1	0.8461538461538461	45	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4638	VSI36	GCF_053117685.1	GCA_029011395.1	0.6666666666666666	55	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4153	VSI36	GCF_053117695.1	GCA_029011395.1	0.6	32	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	2819	VSI36	GCF_053117705.1	GCA_029011395.1	0.6666666666666666	54	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	BX5936	VSI36	GCF_906464925.1	GCA_029011395.1	0.75	72	25	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI48	VSI19	GCA_029011255.1	GCA_029011535.1	1	11	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI36	VSI19	GCA_029011395.1	GCA_029011535.1	1	25	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI19	VSI19	GCA_029011535.1	GCA_029011535.1	0	33	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI09	VSI19	GCA_029011745.1	GCA_029011535.1	1	1	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H820	VSI19	GCA_050469755.1	GCA_029011535.1	1	59	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H815	VSI19	GCA_050471105.1	GCA_029011535.1	1	26	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1578	VSI19	GCA_050472745.1	GCA_029011535.1	0.9	66	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1577	VSI19	GCA_050472755.1	GCA_029011535.1	0.8571428571428571	71	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1555	VSI19	GCA_050473345.1	GCA_029011535.1	1	12	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1554	VSI19	GCA_050473355.1	GCA_029011535.1	1	24	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1539	VSI19	GCA_050473905.1	GCA_029011535.1	0.9090909090909091	62	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1473	VSI19	GCA_050474485.1	GCA_029011535.1	1	10	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1472	VSI19	GCA_050474495.1	GCA_029011535.1	0.8333333333333334	60	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1336	VSI19	GCA_050475565.1	GCA_029011535.1	0.8333333333333334	61	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1329	VSI19	GCA_050475575.1	GCA_029011535.1	0.75	31	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1321	VSI19	GCA_050476085.1	GCA_029011535.1	1	9	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8814	VSI19	GCA_050480515.1	GCA_029011535.1	1	23	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8810	VSI19	GCA_050481105.1	GCA_029011535.1	1	22	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2195	VSI19	GCA_050481115.1	GCA_029011535.1	1	21	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2194	VSI19	GCA_050481685.1	GCA_029011535.1	1	20	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1225	VSI19	GCA_050481695.1	GCA_029011535.1	0.9473684210526315	41	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1224	VSI19	GCA_050482265.1	GCA_029011535.1	0.9473684210526315	42	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8816	VSI19	GCA_050485045.1	GCA_029011535.1	1	43	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8811	VSI19	GCA_050485055.1	GCA_029011535.1	1	44	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2198	VSI19	GCA_050485625.1	GCA_029011535.1	0.9444444444444444	40	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2196	VSI19	GCA_050485635.1	GCA_029011535.1	0.9411764705882353	39	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1228	VSI19	GCA_050486705.1	GCA_029011535.1	0.875	48	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1226	VSI19	GCA_050486715.1	GCA_029011535.1	1	14	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1576	VSI19	GCA_050491675.1	GCA_029011535.1	0.8888888888888888	52	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1574	VSI19	GCA_050491685.1	GCA_029011535.1	0.8888888888888888	53	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1552	VSI19	GCA_050492125.1	GCA_029011535.1	0.9	67	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1551	VSI19	GCA_050492135.1	GCA_029011535.1	0.9	65	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H797	VSI19	GCA_050505635.1	GCA_029011535.1	0.875	46	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H813	VSI19	GCA_050505645.1	GCA_029011535.1	0.875	47	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6489	VSI19	GCA_050506665.1	GCA_029011535.1	0.75	15	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6504	VSI19	GCA_050506675.1	GCA_029011535.1	0.75	16	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5882	VSI19	GCA_050506685.1	GCA_029011535.1	0.6666666666666666	29	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5881	VSI19	GCA_050506695.1	GCA_029011535.1	0.6666666666666666	30	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5874	VSI19	GCA_050506725.1	GCA_029011535.1	1	8	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5873	VSI19	GCA_050506735.1	GCA_029011535.1	1	7	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5846	VSI19	GCA_050506745.1	GCA_029011535.1	0.9230769230769231	68	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5844	VSI19	GCA_050506755.1	GCA_029011535.1	0.9	69	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6411	VSI19	GCA_050506765.1	GCA_029011535.1	0.6666666666666666	28	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6409	VSI19	GCA_050506775.1	GCA_029011535.1	1	6	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6391	VSI19	GCA_050506815.1	GCA_029011535.1	0.8333333333333334	57	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6389	VSI19	GCA_050506825.1	GCA_029011535.1	1	19	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6388	VSI19	GCA_050506865.1	GCA_029011535.1	0.8333333333333334	58	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6375	VSI19	GCA_050506875.1	GCA_029011535.1	0.6666666666666666	13	33	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
