genome_accession	source	ST	BioProject	AMR_gene	AMR_class	AMR_plot_class	AMRFinderPlus_contig_ID	replicon_accession	replicon_description	localisation_classification	evidence_used	replicon_length_bp	replicon_role	sequence_report_path	AMRFinderPlus_raw_record_ID
GCA_050473905.1	Bacteraemia	6	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175056.1	CP175056.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3104972	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050473905.1/sequence_report.jsonl	GCA_050473905.1:14
GCA_050474485.1	Bacteraemia	32	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175046.1	CP175046.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2733050	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050474485.1/sequence_report.jsonl	GCA_050474485.1:1
GCA_050474495.1	Bacteraemia	778	PRJNA1185791	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	Aminoglycoside	CP175042.1	CP175042.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	67144	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050474495.1/sequence_report.jsonl	GCA_050474495.1:2
GCA_050474495.1	Bacteraemia	778	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175042.1	CP175042.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	67144	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050474495.1/sequence_report.jsonl	GCA_050474495.1:1
GCA_050474495.1	Bacteraemia	778	PRJNA1185791	gyrA_S83I	QUINOLONE	Other	CP175045.1	CP175045.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3208846	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050474495.1/sequence_report.jsonl	GCA_050474495.1:5
GCA_050474495.1	Bacteraemia	778	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175045.1	CP175045.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3208846	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050474495.1/sequence_report.jsonl	GCA_050474495.1:3
GCA_050474495.1	Bacteraemia	778	PRJNA1185791	parC_S80I	QUINOLONE	Other	CP175045.1	CP175045.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3208846	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050474495.1/sequence_report.jsonl	GCA_050474495.1:4
GCA_050474495.1	Bacteraemia	778	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175045.1	CP175045.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3208846	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050474495.1/sequence_report.jsonl	GCA_050474495.1:6
GCA_050475565.1	Bacteraemia	28	PRJNA1185791	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	Aminoglycoside	CP175029.1	CP175029.1	unnamed2	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	56318	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050475565.1/sequence_report.jsonl	GCA_050475565.1:1
GCA_050475565.1	Bacteraemia	28	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175030.1	CP175030.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3072001	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050475565.1/sequence_report.jsonl	GCA_050475565.1:3
GCA_050475565.1	Bacteraemia	28	PRJNA1185791	gyrA_S83I	QUINOLONE	Other	CP175030.1	CP175030.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3072001	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050475565.1/sequence_report.jsonl	GCA_050475565.1:2
GCA_050475565.1	Bacteraemia	28	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175030.1	CP175030.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3072001	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050475565.1/sequence_report.jsonl	GCA_050475565.1:4
GCA_050475565.1	Bacteraemia	28	PRJNA1185791	parC_S80I	QUINOLONE	Other	CP175030.1	CP175030.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3072001	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050475565.1/sequence_report.jsonl	GCA_050475565.1:5
GCA_050475565.1	Bacteraemia	28	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175030.1	CP175030.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3072001	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050475565.1/sequence_report.jsonl	GCA_050475565.1:6
GCA_050475575.1	Bacteraemia	179	PRJNA1185791	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	Aminoglycoside	CP175027.1	CP175027.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2993298	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050475575.1/sequence_report.jsonl	GCA_050475575.1:4
GCA_050475575.1	Bacteraemia	179	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175027.1	CP175027.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2993298	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050475575.1/sequence_report.jsonl	GCA_050475575.1:2
GCA_050475575.1	Bacteraemia	179	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175027.1	CP175027.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2993298	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050475575.1/sequence_report.jsonl	GCA_050475575.1:5
GCA_050475575.1	Bacteraemia	179	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175027.1	CP175027.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2993298	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050475575.1/sequence_report.jsonl	GCA_050475575.1:1
GCA_050476085.1	Bacteraemia	21	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175020.1	CP175020.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3008707	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050476085.1/sequence_report.jsonl	GCA_050476085.1:2
GCA_050480515.1	Bacteraemia	40	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP174930.1	CP174930.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2947309	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050480515.1/sequence_report.jsonl	GCA_050480515.1:1
GCA_050480515.1	Bacteraemia	40	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP174930.1	CP174930.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2947309	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050480515.1/sequence_report.jsonl	GCA_050480515.1:2
GCA_050481105.1	Bacteraemia	40	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP174928.1	CP174928.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2974126	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481105.1/sequence_report.jsonl	GCA_050481105.1:1
GCA_050481105.1	Bacteraemia	40	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP174928.1	CP174928.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2974126	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481105.1/sequence_report.jsonl	GCA_050481105.1:2
GCA_050481115.1	Bacteraemia	40	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP174925.1	CP174925.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2993907	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481115.1/sequence_report.jsonl	GCA_050481115.1:1
GCA_050481115.1	Bacteraemia	40	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP174925.1	CP174925.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2993907	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481115.1/sequence_report.jsonl	GCA_050481115.1:2
GCA_050481685.1	Bacteraemia	40	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP174922.1	CP174922.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2993910	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481685.1/sequence_report.jsonl	GCA_050481685.1:1
GCA_050481685.1	Bacteraemia	40	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP174922.1	CP174922.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2993910	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481685.1/sequence_report.jsonl	GCA_050481685.1:2
GCA_050481695.1	Bacteraemia	6	PRJNA1185791	aadD1	AMINOGLYCOSIDE	Aminoglycoside	CP174918.1	CP174918.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	32284	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481695.1/sequence_report.jsonl	GCA_050481695.1:2
GCA_050481695.1	Bacteraemia	6	PRJNA1185791	vanA	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP174918.1	CP174918.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	32284	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481695.1/sequence_report.jsonl	GCA_050481695.1:6
GCA_050481695.1	Bacteraemia	6	PRJNA1185791	vanH-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP174918.1	CP174918.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	32284	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481695.1/sequence_report.jsonl	GCA_050481695.1:7
GCA_050481695.1	Bacteraemia	6	PRJNA1185791	vanR-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP174918.1	CP174918.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	32284	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481695.1/sequence_report.jsonl	GCA_050481695.1:9
GCA_050481695.1	Bacteraemia	6	PRJNA1185791	vanS-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP174918.1	CP174918.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	32284	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481695.1/sequence_report.jsonl	GCA_050481695.1:8
GCA_050481695.1	Bacteraemia	6	PRJNA1185791	vanX-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP174918.1	CP174918.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	32284	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481695.1/sequence_report.jsonl	GCA_050481695.1:5
GCA_050481695.1	Bacteraemia	6	PRJNA1185791	vanY-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP174918.1	CP174918.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	32284	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481695.1/sequence_report.jsonl	GCA_050481695.1:4
GCA_050481695.1	Bacteraemia	6	PRJNA1185791	vanZ-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP174918.1	CP174918.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	32284	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481695.1/sequence_report.jsonl	GCA_050481695.1:3
GCA_050481695.1	Bacteraemia	6	PRJNA1185791	ant(6)-Ia	AMINOGLYCOSIDE	Aminoglycoside	CP174919.1	CP174919.1	unnamed2	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	66291	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481695.1/sequence_report.jsonl	GCA_050481695.1:11
GCA_050481695.1	Bacteraemia	6	PRJNA1185791	aph(3')-IIIa	AMINOGLYCOSIDE	Aminoglycoside	CP174919.1	CP174919.1	unnamed2	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	66291	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050481695.1/sequence_report.jsonl	GCA_050481695.1:13
