Genome,Source,Target_gene,Detection_status,Status_reason,Database_gene_symbol,Reference_accession,Contig_ID,Start,Stop,Strand,Identity,Coverage,Candidate_locus_count
GCF_049262565.1,Reproductive,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,NZ_CP185997.1,1661402,1662934,-,98.956,100.0,1
GCF_049262565.1,Reproductive,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,NZ_CP185997.1,1660499,1661353,-,98.363,100.0,1
GCF_049262565.1,Reproductive,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,NZ_CP185997.1,386609,390501,+,95.57363938141582,100.0,1
GCF_049262565.1,Reproductive,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCF_053117575.1,Reproductive,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,NZ_CP181216.1,1031826,1033709,+,93.99111649659864,100.0,1
GCF_053117575.1,Reproductive,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,NZ_CP181216.1,1913977,1914903,+,99.461,100.0,2
GCF_053117575.1,Reproductive,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,NZ_CP181216.1,1017823,1021287,+,99.509,100.0,1
GCF_053117575.1,Reproductive,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,NZ_CP181216.1,1021291,1022721,+,99.441,100.0,1
GCF_053117575.1,Reproductive,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,NZ_CP181216.1,1022718,1024601,+,99.363,100.0,1
GCF_053117575.1,Reproductive,asa1_or_validated_equivalent,ambiguous_multiple_hit,Multiple distinct accepted loci require review,asa1,WP_010785625,NZ_CP181217.1,64231,68148,+,94.52240262652145,80.13364173734259,4
GCF_053117575.1,Reproductive,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,NZ_CP181216.1,1704210,1705742,-,98.89100000000002,100.0,1
GCF_053117575.1,Reproductive,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,NZ_CP181216.1,1703307,1704161,-,98.48,100.0,1
GCF_053117575.1,Reproductive,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,NZ_CP181216.1,447105,452726,+,97.11467852887851,100.0,1
GCF_053117575.1,Reproductive,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,NZ_CP181216.1,440219,441457,+,99.839,100.0,1
GCF_053117585.1,Reproductive,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,NZ_CP181214.1,1057603,1059486,+,93.99111649659864,100.0,1
GCF_053117585.1,Reproductive,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,NZ_CP181214.1,1888428,1889354,+,99.676,100.0,2
GCF_053117585.1,Reproductive,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,NZ_CP181214.1,1043600,1047064,+,99.538,100.0,1
GCF_053117585.1,Reproductive,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,NZ_CP181214.1,1047068,1048498,+,99.441,100.0,1
GCF_053117585.1,Reproductive,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,NZ_CP181214.1,1048495,1050378,+,99.363,100.0,1
GCF_053117585.1,Reproductive,asa1_or_validated_equivalent,ambiguous_multiple_hit,Multiple distinct accepted loci require review,asa1,WP_010785625,NZ_CP181215.1,19973,24302,+,91.9231165020337,80.13364173734259,3
GCF_053117585.1,Reproductive,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCF_053117585.1,Reproductive,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCF_053117585.1,Reproductive,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,NZ_CP181214.1,452526,458393,+,96.72186802509317,100.0,1
GCF_053117585.1,Reproductive,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,NZ_CP181214.1,445640,446878,+,99.839,100.0,2
GCF_053117655.1,Reproductive,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,NZ_CP181220.1,968358,970241,+,93.99111649659864,100.0,1
GCF_053117655.1,Reproductive,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,NZ_CP181220.1,1814892,1815818,+,99.461,100.0,2
GCF_053117655.1,Reproductive,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,NZ_CP181220.1,954355,957819,+,99.509,100.0,1
GCF_053117655.1,Reproductive,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,NZ_CP181220.1,957823,959253,+,99.441,100.0,1
GCF_053117655.1,Reproductive,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,NZ_CP181220.1,959250,961133,+,99.363,100.0,1
GCF_053117655.1,Reproductive,asa1_or_validated_equivalent,flagged_partial,Identity is >=80% but reference coverage is 50-<80%,asa1,WP_010785625,NZ_CP181220.1,367200,371116,+,93.77434987029831,79.20842970958623,2
GCF_053117655.1,Reproductive,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCF_053117655.1,Reproductive,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCF_053117655.1,Reproductive,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCF_053117655.1,Reproductive,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,NZ_CP181220.1,407282,408520,+,99.839,100.0,1
GCF_053117665.1,Reproductive,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,NZ_CP181222.1,2060265,2062289,-,93.24823510971787,100.0,1
GCF_053117665.1,Reproductive,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,NZ_CP181222.1,1151631,1152557,-,99.569,100.0,2
GCF_053117665.1,Reproductive,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,NZ_CP181222.1,2071837,2075301,-,99.481,100.0,1
GCF_053117665.1,Reproductive,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,NZ_CP181222.1,2070403,2071833,-,99.371,100.0,1
GCF_053117665.1,Reproductive,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,NZ_CP181222.1,2068523,2070406,-,99.045,100.0,1
GCF_053117665.1,Reproductive,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,NZ_CP181222.1,1309740,1313631,+,96.557,100.0,1
GCF_053117665.1,Reproductive,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,NZ_CP181222.1,2028601,2030133,-,98.82600000000001,100.0,1
GCF_053117665.1,Reproductive,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,NZ_CP181222.1,2027698,2028552,-,98.363,100.0,1
GCF_053117665.1,Reproductive,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,NZ_CP181222.1,424224,429839,+,96.25417110861166,100.0,1
GCF_053117665.1,Reproductive,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,NZ_CP181222.1,2057208,2058446,-,98.789,100.0,1
GCF_053117675.1,Reproductive,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,NZ_CP181226.1,1039797,1041680,+,93.81397947295423,100.0,1
GCF_053117675.1,Reproductive,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,NZ_CP181226.1,1845288,1846214,+,99.676,100.0,2
GCF_053117675.1,Reproductive,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,NZ_CP181226.1,991772,995236,+,99.481,100.0,1
GCF_053117675.1,Reproductive,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,NZ_CP181226.1,995240,996670,+,99.371,100.0,1
GCF_053117675.1,Reproductive,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,NZ_CP181226.1,996667,998550,+,99.363,100.0,1
GCF_053117675.1,Reproductive,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,NZ_CP181227.1,23471,27388,+,96.28474567584882,80.13364173734259,3
GCF_053117675.1,Reproductive,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCF_053117675.1,Reproductive,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCF_053117675.1,Reproductive,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,NZ_CP181226.1,417140,422502,+,96.23293653855917,99.85770188545001,1
GCF_053117675.1,Reproductive,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCF_053117685.1,Reproductive,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,NZ_CP181229.1,2074589,2076471,-,93.96243622448978,100.0,1
GCF_053117685.1,Reproductive,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,NZ_CP181229.1,1188580,1189506,-,99.461,100.0,2
GCF_053117685.1,Reproductive,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,NZ_CP181229.1,2087010,2090474,-,99.538,100.0,1
GCF_053117685.1,Reproductive,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,NZ_CP181229.1,2085576,2087006,-,99.441,100.0,1
GCF_053117685.1,Reproductive,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,NZ_CP181229.1,2083696,2085579,-,99.363,100.0,1
GCF_053117685.1,Reproductive,asa1_or_validated_equivalent,ambiguous_multiple_hit,Multiple distinct accepted loci require review,asa1,WP_010785625,NZ_CP181231.1,10593,14483,+,96.942,100.0,4
GCF_053117685.1,Reproductive,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,NZ_CP181229.1,1397739,1399271,+,98.89100000000002,100.0,1
GCF_053117685.1,Reproductive,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,NZ_CP181229.1,1399320,1400174,+,98.48,100.0,1
GCF_053117685.1,Reproductive,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,NZ_CP181229.1,2653880,2659261,-,96.78051731707316,100.0,1
GCF_053117685.1,Reproductive,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,NZ_CP181229.1,2664909,2666147,-,99.839,100.0,1
GCF_053117695.1,Reproductive,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,NZ_CP181234.1,2074354,2076378,-,94.69581400282887,100.0,1
GCF_053117695.1,Reproductive,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,NZ_CP181234.1,1268423,1269349,-,99.892,100.0,2
GCF_053117695.1,Reproductive,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,NZ_CP181234.1,2086309,2089773,-,99.307,100.0,1
GCF_053117695.1,Reproductive,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,NZ_CP181234.1,2084875,2086305,-,99.092,100.0,1
GCF_053117695.1,Reproductive,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,NZ_CP181234.1,2082995,2084878,-,98.992,100.0,1
GCF_053117695.1,Reproductive,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,NZ_CP181235.1,24696,28586,-,96.967,100.0,1
GCF_053117695.1,Reproductive,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,NZ_CP181234.1,1426455,1427986,+,98.89100000000002,100.0,1
GCF_053117695.1,Reproductive,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,NZ_CP181234.1,1428035,1428889,+,98.48,100.0,1
GCF_053117695.1,Reproductive,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,NZ_CP181234.1,2677316,2682439,-,96.21815790417016,100.0,1
GCF_053117695.1,Reproductive,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCF_053117705.1,Reproductive,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,NZ_CP181238.1,1029756,1031639,+,93.99111649659864,100.0,1
GCF_053117705.1,Reproductive,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,NZ_CP181238.1,1927366,1928292,+,99.461,100.0,2
GCF_053117705.1,Reproductive,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,NZ_CP181238.1,1015753,1019217,+,99.538,100.0,1
GCF_053117705.1,Reproductive,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,NZ_CP181238.1,1019221,1020651,+,99.441,100.0,1
GCF_053117705.1,Reproductive,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,NZ_CP181238.1,1020648,1022531,+,99.363,100.0,1
GCF_053117705.1,Reproductive,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,NZ_CP181238.1,400259,404175,+,93.59147644985582,80.10794140323824,4
GCF_053117705.1,Reproductive,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,NZ_CP181238.1,1717602,1719134,-,98.89100000000002,100.0,1
GCF_053117705.1,Reproductive,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,NZ_CP181238.1,1716699,1717553,-,98.48,100.0,1
GCF_053117705.1,Reproductive,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,NZ_CP181238.1,447229,452346,+,96.92135571035334,99.85770188545001,1
GCF_053117705.1,Reproductive,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,NZ_CP181238.1,440343,441581,+,99.839,100.0,1
GCF_906464925.1,Reproductive,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,NZ_OD940434.1,968925,970808,+,93.81397947295423,100.0,1
GCF_906464925.1,Reproductive,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,NZ_OD940434.1,1806480,1807406,+,99.676,100.0,2
GCF_906464925.1,Reproductive,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,NZ_OD940434.1,957869,961333,+,99.481,100.0,1
GCF_906464925.1,Reproductive,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,NZ_OD940434.1,961337,962767,+,99.371,100.0,1
GCF_906464925.1,Reproductive,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,NZ_OD940434.1,962764,964647,+,99.363,100.0,1
GCF_906464925.1,Reproductive,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,NZ_OD940435.1,11806,15723,+,95.63828640153943,80.13364173734259,2
GCF_906464925.1,Reproductive,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,NZ_OD940434.1,1634297,1635829,-,99.739,100.0,1
GCF_906464925.1,Reproductive,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,NZ_OD940434.1,1633394,1634248,-,99.766,100.0,1
GCF_906464925.1,Reproductive,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,NZ_OD940434.1,436612,441729,+,96.60684439076456,99.85770188545001,1
GCF_906464925.1,Reproductive,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
