Genome_1,Genome_2,AMR_Jaccard_distance,AMR_Jaccard_similarity,Nine_locus_patristic_distance,ST_pair_evaluable,ST_relationship,Source_relationship,Study_relationship
GCA_050475565.1,GCA_050485045.1,0.6666666666666667,0.33333333333333326,0.009077734899999999,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050472745.1,0.4,0.6,0.009077734899999999,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050485625.1,0.6666666666666667,0.33333333333333326,0.0091700172,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050506885.1,0.6153846153846154,0.3846153846153846,0.0121989692,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050474495.1,0,1,0.0129528702,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050506905.1,0.5,0.5,0.0129528702,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCF_053117695.1,0.4285714285714286,0.5714285714285714,0.0101697774,TRUE,Different ST,Different source,Different study
GCA_050475565.1,GCA_050471105.1,0.6666666666666667,0.33333333333333326,0.010206220200000001,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050481115.1,0.6666666666666667,0.33333333333333326,0.010206220200000001,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050481685.1,0.6666666666666667,0.33333333333333326,0.010206220200000001,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050481105.1,0.6666666666666667,0.33333333333333326,0.010206220200000001,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050480515.1,0.6666666666666667,0.33333333333333326,0.010207665600000002,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050486705.1,0.7272727272727273,0.2727272727272727,0.010114638300000001,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050506725.1,0.8333333333333334,0.16666666666666663,0.010211074,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050506735.1,0.8333333333333334,0.16666666666666663,0.010211074,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCF_053117665.1,0.6666666666666667,0.33333333333333326,0.010305687100000002,TRUE,Different ST,Different source,Different study
GCA_050475565.1,GCA_050506765.1,0.5,0.5,0.011585909000000002,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050506825.1,0.6666666666666667,0.33333333333333326,0.011492198900000002,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050516645.1,0.7142857142857143,0.2857142857142857,0.012270878200000002,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050516655.1,0.7142857142857143,0.2857142857142857,0.012270878200000002,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050475575.1,0.33333333333333337,0.6666666666666666,0.012810390999999997,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCF_053117685.1,0.5,0.5,0.012810390999999997,TRUE,Different ST,Different source,Different study
GCA_050475565.1,GCF_053117705.1,0.5,0.5,0.012810390999999997,TRUE,Different ST,Different source,Different study
GCA_050475565.1,GCA_050506695.1,0.5,0.5,0.012810390999999997,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050506815.1,0.5,0.5,0.012810390999999997,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050516665.1,0.6666666666666667,0.33333333333333326,0.012810390999999997,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050507065.1,0.6666666666666667,0.33333333333333326,0.012810390999999997,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCF_053117575.1,0.5,0.5,0.012810390999999997,TRUE,Different ST,Different source,Different study
GCA_050475565.1,GCA_050506995.1,0.6666666666666667,0.33333333333333326,0.012810390999999997,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCF_053117655.1,0.625,0.375,0.012810390999999997,TRUE,Different ST,Different source,Different study
GCA_050475565.1,GCA_050506685.1,0.5,0.5,0.012810390999999997,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050516675.1,0.5,0.5,0.0129003592,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050485055.1,0.8,0.19999999999999996,0.011448728999999998,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050506675.1,0.5714285714285714,0.4285714285714286,0.011448728999999998,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCF_053117585.1,0.5555555555555556,0.4444444444444444,0.011448728999999998,TRUE,Different ST,Different source,Different study
GCA_050475565.1,GCA_050506865.1,0.5,0.5,0.011448728999999998,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050506665.1,0.5714285714285714,0.4285714285714286,0.011448728999999998,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050505635.1,0.7272727272727273,0.2727272727272727,0.0115413318,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050505645.1,0.7272727272727273,0.2727272727272727,0.0115413264,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050486715.1,0.7142857142857143,0.2857142857142857,0.0115378123,FALSE,ST comparison unavailable,Same source,Same study
GCA_050475565.1,GCA_050491675.1,0.5,0.5,0.012619368999999998,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050491685.1,0.5,0.5,0.012619368999999998,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCF_053117675.1,0.7333333333333334,0.2666666666666666,0.012525841099999999,TRUE,Different ST,Different source,Different study
GCA_050475565.1,GCA_050472755.1,0.5555555555555556,0.4444444444444444,0.0145858377,TRUE,Different ST,Same source,Same study
GCA_050475565.1,GCA_050506875.1,0.7142857142857143,0.2857142857142857,0.017288895900000004,TRUE,Different ST,Same source,Same study
GCF_906464925.1,GCA_050506775.1,0.9,0.09999999999999998,0.008117764900000001,FALSE,ST comparison unavailable,Different source,Different study
GCF_906464925.1,GCA_029011535.1,0.9090909090909091,0.09090909090909094,0.0156464266,TRUE,Different ST,Same source,Different study
GCF_906464925.1,GCA_050506915.1,0.9,0.09999999999999998,0.0156509996,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506985.1,0.9,0.09999999999999998,0.0156509996,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506935.1,0.9,0.09999999999999998,0.0156509996,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506925.1,0.9,0.09999999999999998,0.0156509996,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050476085.1,0.9,0.09999999999999998,0.0126050594,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050473355.1,0.8,0.19999999999999996,0.012024489499999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050473345.1,0.9,0.09999999999999998,0.0121586409,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCF_049262565.1,0.8,0.19999999999999996,0.012748528499999998,TRUE,Different ST,Same source,Different study
GCF_906464925.1,GCA_050474485.1,0.9,0.09999999999999998,0.0098611125,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050485635.1,0.8333333333333334,0.16666666666666663,0.007537823999999999,FALSE,ST comparison unavailable,Different source,Different study
GCF_906464925.1,GCA_050469755.1,0.6666666666666667,0.33333333333333326,0.008381321199999998,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050507105.1,0.6666666666666667,0.33333333333333326,0.008381321199999998,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050481695.1,0.7916666666666666,0.20833333333333337,0.008381321199999998,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050473905.1,0.6,0.4,0.008381321199999998,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050507075.1,0.6666666666666667,0.33333333333333326,0.008381321199999998,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050482265.1,0.7916666666666666,0.20833333333333337,0.008381321199999998,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050492135.1,0.6666666666666667,0.33333333333333326,0.008381321199999998,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050492125.1,0.6666666666666667,0.33333333333333326,0.008381321199999998,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506745.1,0.7727272727272727,0.2272727272727273,0.008381321199999998,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506755.1,0.736842105263158,0.26315789473684204,0.008381321199999998,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050485045.1,0.8,0.19999999999999996,0.008381321199999998,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050472745.1,0.6666666666666667,0.33333333333333326,0.008381321199999998,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050485625.1,0.782608695652174,0.21739130434782605,0.0084736035,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506885.1,0.7777777777777778,0.2222222222222222,0.011502555499999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050474495.1,0.5454545454545454,0.4545454545454546,0.012256456499999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506905.1,0.7058823529411764,0.2941176470588236,0.012256456499999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCF_053117695.1,0.6363636363636364,0.36363636363636365,0.009473363700000001,TRUE,Different ST,Same source,Different study
GCF_906464925.1,GCA_050471105.1,0.8,0.19999999999999996,0.0095098065,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050481115.1,0.8,0.19999999999999996,0.0095098065,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050481685.1,0.8,0.19999999999999996,0.0095098065,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050481105.1,0.8,0.19999999999999996,0.0095098065,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050480515.1,0.8,0.19999999999999996,0.009511251900000002,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050486705.1,0.6153846153846154,0.3846153846153846,0.0094182246,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506725.1,0.9,0.09999999999999998,0.0095146603,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506735.1,0.9,0.09999999999999998,0.0095146603,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCF_053117665.1,0.7692307692307692,0.23076923076923084,0.009609273400000002,TRUE,Different ST,Same source,Different study
GCF_906464925.1,GCA_050506765.1,0.7,0.30000000000000004,0.0108894953,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506825.1,0.8,0.19999999999999996,0.0107957852,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050516645.1,0.7,0.30000000000000004,0.0115744645,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050516655.1,0.7,0.30000000000000004,0.0115744645,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050475575.1,0.7272727272727273,0.2727272727272727,0.012113977299999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCF_053117685.1,0.7692307692307692,0.23076923076923084,0.012113977299999999,TRUE,Different ST,Same source,Different study
GCF_906464925.1,GCF_053117705.1,0.7692307692307692,0.23076923076923084,0.012113977299999999,TRUE,Different ST,Same source,Different study
GCF_906464925.1,GCA_050506695.1,0.7,0.30000000000000004,0.012113977299999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506815.1,0.7692307692307692,0.23076923076923084,0.012113977299999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050516665.1,0.7692307692307692,0.23076923076923084,0.012113977299999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050507065.1,0.8,0.19999999999999996,0.012113977299999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCF_053117575.1,0.7692307692307692,0.23076923076923084,0.012113977299999999,TRUE,Different ST,Same source,Different study
GCF_906464925.1,GCA_050506995.1,0.8,0.19999999999999996,0.012113977299999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCF_053117655.1,0.75,0.25,0.012113977299999999,TRUE,Different ST,Same source,Different study
GCF_906464925.1,GCA_050506685.1,0.7,0.30000000000000004,0.012113977299999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050516675.1,0.7,0.30000000000000004,0.0122039455,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050485055.1,0.9,0.09999999999999998,0.010752315299999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506675.1,0.7272727272727273,0.2727272727272727,0.010752315299999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCF_053117585.1,0.5833333333333333,0.41666666666666674,0.010752315299999999,TRUE,Different ST,Same source,Different study
GCF_906464925.1,GCA_050506865.1,0.7692307692307692,0.23076923076923084,0.010752315299999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506665.1,0.7272727272727273,0.2727272727272727,0.010752315299999999,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050505635.1,0.8,0.19999999999999996,0.010844918100000002,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050505645.1,0.8,0.19999999999999996,0.0108449127,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050486715.1,0.8181818181818181,0.18181818181818188,0.010841398600000001,FALSE,ST comparison unavailable,Different source,Different study
GCF_906464925.1,GCA_050491675.1,0.6428571428571428,0.3571428571428572,0.0119229553,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050491685.1,0.6428571428571428,0.3571428571428572,0.0119229553,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCF_053117675.1,0.7222222222222222,0.2777777777777778,0.0118294274,TRUE,Different ST,Same source,Different study
GCF_906464925.1,GCA_050472755.1,0.5833333333333333,0.41666666666666674,0.013889424000000001,TRUE,Different ST,Different source,Different study
GCF_906464925.1,GCA_050506875.1,0.8181818181818181,0.18181818181818188,0.0165924822,TRUE,Different ST,Different source,Different study
GCA_050506775.1,GCA_029011535.1,1,0,0.0156648633,FALSE,ST comparison unavailable,Different source,Different study
GCA_050506775.1,GCA_050506915.1,0,1,0.015669436300000002,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506775.1,GCA_050506985.1,0,1,0.015669436300000002,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506775.1,GCA_050506935.1,0,1,0.015669436300000002,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506775.1,GCA_050506925.1,0,1,0.015669436300000002,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506775.1,GCA_050476085.1,0,1,0.012623496100000001,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506775.1,GCA_050473355.1,0.5,0.5,0.0120429262,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506775.1,GCA_050473345.1,0,1,0.0121770776,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506775.1,GCF_049262565.1,0.5,0.5,0.012766965199999999,FALSE,ST comparison unavailable,Different source,Different study
GCA_050506775.1,GCA_050474485.1,0,1,0.0098795492,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506775.1,GCA_050485635.1,0.9444444444444444,0.05555555555555558,0.007556260699999999,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506775.1,GCA_050469755.1,0.8333333333333334,0.16666666666666663,0.008399757899999999,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506775.1,GCA_050507105.1,0.9,0.09999999999999998,0.008399757899999999,FALSE,ST comparison unavailable,Same source,Same study
