Genome,Source,Locus,Assignment_status,Accepted_allele,Dataset_profile_token,Exact_alleles_detected,Exact_location_count,Best_reference_allele,Best_identity_percent,Best_allele_coverage_percent,Best_contig,Best_start,Best_stop,Best_strand,Status_reason,FNA_path
GCA_050506915.1,Bacteraemia,pstS,Exact_known_allele,12,12,12,1,12,100,100,CP175237.1,1523152,1523734,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506915.1.fna
GCA_050506915.1,Bacteraemia,gki,Exact_known_allele,8,8,8,1,8,100,100,CP175237.1,2285095,2285532,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506915.1.fna
GCA_050506915.1,Bacteraemia,aroE,Exact_known_allele,1,1,1,1,1,100,100,CP175237.1,1381543,1382001,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506915.1.fna
GCA_050506915.1,Bacteraemia,xpt,Exact_known_allele,6,6,6,1,6,100,100,CP175237.1,1928516,1928971,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506915.1.fna
GCA_050506915.1,Bacteraemia,yqiL,Exact_known_allele,1,1,1,1,1,100,100,CP175237.1,1246960,1247395,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506915.1.fna
GCA_050506925.1,Bacteraemia,gdh,Exact_known_allele,1,1,1,1,1,100,100,CP175233.1,2044530,2045059,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506925.1.fna
GCA_050506925.1,Bacteraemia,gyd,Exact_known_allele,2,2,2,1,2,100,100,CP175233.1,1160057,1160451,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506925.1.fna
GCA_050506925.1,Bacteraemia,pstS,Exact_known_allele,12,12,12,1,12,100,100,CP175233.1,1351392,1351974,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506925.1.fna
GCA_050506925.1,Bacteraemia,gki,Exact_known_allele,8,8,8,1,8,100,100,CP175233.1,589594,590031,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506925.1.fna
GCA_050506925.1,Bacteraemia,aroE,Exact_known_allele,1,1,1,1,1,100,100,CP175233.1,1493125,1493583,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506925.1.fna
GCA_050506925.1,Bacteraemia,xpt,Exact_known_allele,6,6,6,1,6,100,100,CP175233.1,946155,946610,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506925.1.fna
GCA_050506925.1,Bacteraemia,yqiL,Exact_known_allele,1,1,1,1,1,100,100,CP175233.1,1627731,1628166,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506925.1.fna
GCA_050506935.1,Bacteraemia,gdh,Exact_known_allele,1,1,1,1,1,100,100,CP175230.1,1984430,1984959,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506935.1.fna
GCA_050506935.1,Bacteraemia,gyd,Exact_known_allele,2,2,2,1,2,100,100,CP175230.1,1099955,1100349,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506935.1.fna
GCA_050506935.1,Bacteraemia,pstS,Exact_known_allele,12,12,12,1,12,100,100,CP175230.1,1291290,1291872,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506935.1.fna
GCA_050506935.1,Bacteraemia,gki,Exact_known_allele,8,8,8,1,8,100,100,CP175230.1,529492,529929,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506935.1.fna
GCA_050506935.1,Bacteraemia,aroE,Exact_known_allele,1,1,1,1,1,100,100,CP175230.1,1433023,1433481,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506935.1.fna
GCA_050506935.1,Bacteraemia,xpt,Exact_known_allele,6,6,6,1,6,100,100,CP175230.1,886053,886508,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506935.1.fna
GCA_050506935.1,Bacteraemia,yqiL,Exact_known_allele,1,1,1,1,1,100,100,CP175230.1,1567631,1568066,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506935.1.fna
GCA_050506985.1,Bacteraemia,gdh,Exact_known_allele,1,1,1,1,1,100,100,CP175228.1,1984428,1984957,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506985.1.fna
GCA_050506985.1,Bacteraemia,gyd,Exact_known_allele,2,2,2,1,2,100,100,CP175228.1,1099955,1100349,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506985.1.fna
GCA_050506985.1,Bacteraemia,pstS,Exact_known_allele,12,12,12,1,12,100,100,CP175228.1,1291290,1291872,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506985.1.fna
GCA_050506985.1,Bacteraemia,gki,Exact_known_allele,8,8,8,1,8,100,100,CP175228.1,529492,529929,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506985.1.fna
GCA_050506985.1,Bacteraemia,aroE,Exact_known_allele,1,1,1,1,1,100,100,CP175228.1,1433023,1433481,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506985.1.fna
GCA_050506985.1,Bacteraemia,xpt,Exact_known_allele,6,6,6,1,6,100,100,CP175228.1,886053,886508,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506985.1.fna
GCA_050506985.1,Bacteraemia,yqiL,Exact_known_allele,1,1,1,1,1,100,100,CP175228.1,1567629,1568064,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506985.1.fna
GCA_050506995.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP175225.1,683220,683749,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506995.1.fna
GCA_050506995.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175225.1,1558898,1559292,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506995.1.fna
GCA_050506995.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP175225.1,1333109,1333691,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506995.1.fna
GCA_050506995.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175225.1,2183794,2184231,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506995.1.fna
GCA_050506995.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175225.1,1195682,1196140,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506995.1.fna
GCA_050506995.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175225.1,1796228,1796683,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506995.1.fna
GCA_050506995.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175225.1,1062849,1063284,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506995.1.fna
GCA_050507065.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP175224.1,2846497,2847026,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507065.1.fna
GCA_050507065.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175224.1,823487,823881,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507065.1.fna
GCA_050507065.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP175224.1,597701,598283,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507065.1.fna
GCA_050507065.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175224.1,1448383,1448820,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507065.1.fna
GCA_050507065.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175224.1,460274,460732,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507065.1.fna
GCA_050507065.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175224.1,1060817,1061272,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507065.1.fna
GCA_050507065.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175224.1,327441,327876,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507065.1.fna
GCA_050507075.1,Bacteraemia,gdh,Exact_known_allele,12,12,12,1,12,100,100,CP175221.1,933329,933858,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507075.1.fna
GCA_050507075.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP175221.1,1921740,1922134,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507075.1.fna
GCA_050507075.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP175221.1,1624830,1625412,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507075.1.fna
GCA_050507075.1,Bacteraemia,gki,Exact_known_allele,7,7,7,1,7,100,100,CP175221.1,2595267,2595704,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507075.1.fna
GCA_050507075.1,Bacteraemia,aroE,Exact_known_allele,6,6,6,1,6,100,100,CP175221.1,1487332,1487790,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507075.1.fna
GCA_050507075.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175221.1,2210306,2210761,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507075.1.fna
GCA_050507075.1,Bacteraemia,yqiL,Exact_known_allele,5,5,5,1,5,100,100,CP175221.1,1310251,1310686,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507075.1.fna
GCA_050507105.1,Bacteraemia,gdh,Exact_known_allele,12,12,12,1,12,100,100,CP175219.1,1001920,1002449,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507105.1.fna
GCA_050507105.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP175219.1,1990332,1990726,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507105.1.fna
GCA_050507105.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP175219.1,1693422,1694004,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507105.1.fna
GCA_050507105.1,Bacteraemia,gki,Exact_known_allele,7,7,7,1,7,100,100,CP175219.1,2663862,2664299,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507105.1.fna
GCA_050507105.1,Bacteraemia,aroE,Exact_known_allele,6,6,6,1,6,100,100,CP175219.1,1555924,1556382,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507105.1.fna
GCA_050507105.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175219.1,2278900,2279355,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507105.1.fna
GCA_050507105.1,Bacteraemia,yqiL,Exact_known_allele,5,5,5,1,5,100,100,CP175219.1,1378842,1379277,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050507105.1.fna
GCA_050516645.1,Bacteraemia,gdh,Exact_known_allele,27,27,27,1,27,100,100,CP175406.1,625243,625772,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516645.1.fna
GCA_050516645.1,Bacteraemia,gyd,Exact_known_allele,6,6,6,1,6,100,100,CP175406.1,1490038,1490432,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516645.1.fna
GCA_050516645.1,Bacteraemia,pstS,Exact_known_allele,23,23,23,1,23,100,100,CP175406.1,1290500,1291082,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516645.1.fna
GCA_050516645.1,Bacteraemia,gki,Exact_known_allele,12,12,12,1,12,100,100,CP175406.1,2188399,2188836,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516645.1.fna
GCA_050516645.1,Bacteraemia,aroE,Exact_known_allele,9,9,9,1,9,100,100,CP175406.1,1153322,1153780,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516645.1.fna
GCA_050516645.1,Bacteraemia,xpt,Exact_known_allele,10,10,10,1,10,100,100,CP175406.1,1730718,1731173,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516645.1.fna
GCA_050516645.1,Bacteraemia,yqiL,Exact_known_allele,7,7,7,1,7,100,100,CP175406.1,1018982,1019417,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516645.1.fna
GCA_050516655.1,Bacteraemia,gdh,Exact_known_allele,27,27,27,1,27,100,100,CP175400.1,896694,897223,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516655.1.fna
GCA_050516655.1,Bacteraemia,gyd,Exact_known_allele,6,6,6,1,6,100,100,CP175400.1,32034,32428,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516655.1.fna
GCA_050516655.1,Bacteraemia,pstS,Exact_known_allele,23,23,23,1,23,100,100,CP175400.1,231384,231966,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516655.1.fna
GCA_050516655.1,Bacteraemia,gki,Exact_known_allele,12,12,12,1,12,100,100,CP175400.1,2302723,2303160,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516655.1.fna
GCA_050516655.1,Bacteraemia,aroE,Exact_known_allele,9,9,9,1,9,100,100,CP175400.1,368686,369144,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516655.1.fna
GCA_050516655.1,Bacteraemia,xpt,Exact_known_allele,10,10,10,1,10,100,100,CP175400.1,2760387,2760842,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516655.1.fna
GCA_050516655.1,Bacteraemia,yqiL,Exact_known_allele,7,7,7,1,7,100,100,CP175400.1,503049,503484,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516655.1.fna
GCA_050516665.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP175397.1,925206,925735,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516665.1.fna
GCA_050516665.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175397.1,1809227,1809621,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516665.1.fna
GCA_050516665.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP175397.1,1583436,1584018,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516665.1.fna
GCA_050516665.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175397.1,2433989,2434426,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516665.1.fna
GCA_050516665.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175397.1,1437667,1438125,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516665.1.fna
GCA_050516665.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175397.1,2046556,2047011,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516665.1.fna
GCA_050516665.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175397.1,1304835,1305270,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516665.1.fna
GCA_050516675.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP175395.1,924078,924607,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516675.1.fna
GCA_050516675.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175395.1,1806506,1806900,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516675.1.fna
GCA_050516675.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP175395.1,1580720,1581302,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516675.1.fna
GCA_050516675.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175395.1,2466172,2466609,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516675.1.fna
GCA_050516675.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175395.1,1435024,1435482,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516675.1.fna
GCA_050516675.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175395.1,2043829,2044284,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516675.1.fna
GCA_050516675.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175395.1,1302191,1302626,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050516675.1.fna
GCF_049262565.1,Reproductive,gdh,Exact_known_allele,7,7,7,1,7,100,100,NZ_CP185997.1,890816,891345,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_14_AMRFinder/02_genomes_fna/GCF_049262565.1.fna
GCF_049262565.1,Reproductive,gyd,Exact_known_allele,1,1,1,1,1,100,100,NZ_CP185997.1,1776376,1776770,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_14_AMRFinder/02_genomes_fna/GCF_049262565.1.fna
GCF_049262565.1,Reproductive,pstS,Exact_known_allele,11,11,11,1,11,100,100,NZ_CP185997.1,1548564,1549146,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_14_AMRFinder/02_genomes_fna/GCF_049262565.1.fna
GCF_049262565.1,Reproductive,gki,Exact_known_allele,1,1,1,1,1,100,100,NZ_CP185997.1,2395492,2395929,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_14_AMRFinder/02_genomes_fna/GCF_049262565.1.fna
GCF_049262565.1,Reproductive,aroE,Exact_known_allele,10,10,10,1,10,100,100,NZ_CP185997.1,1407413,1407871,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_14_AMRFinder/02_genomes_fna/GCF_049262565.1.fna
GCF_049262565.1,Reproductive,xpt,Exact_known_allele,2,2,2,1,2,100,100,NZ_CP185997.1,1995827,1996282,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_14_AMRFinder/02_genomes_fna/GCF_049262565.1.fna
